pass_1,pass_2,numOfFlights,From,To
2221,3678,4,2017-02-13,2017-02-23
1347,2212,4,2017-02-13,2017-02-26
126,3578,4,2017-02-13,2017-02-23
2928,3578,4,2017-02-13,2017-02-23
1365,3015,4,2017-02-15,2017-03-31
313,3713,4,2017-02-17,2017-03-28
5448,5468,4,2017-02-17,2017-03-03
5436,5496,4,2017-02-17,2017-03-03
5456,5458,4,2017-02-17,2017-03-03
5410,5479,4,2017-02-17,2017-03-03
5414,5443,4,2017-02-17,2017-03-03
5420,5466,4,2017-02-17,2017-03-03
5420,5421,4,2017-02-17,2017-03-03
5404,5423,4,2017-02-17,2017-03-03
5406,5438,4,2017-02-17,2017-03-03
1801,5055,4,2017-02-19,2017-03-20
4224,5370,4,2017-02-24,2017-04-10
5746,5799,4,2017-02-24,2017-04-15
1919,5858,4,2017-03-03,2017-04-28
1545,1649,4,2017-03-03,2017-03-25
380,3707,4,2017-03-03,2017-04-08
1219,2068,4,2017-03-03,2017-03-25
402,1528,4,2017-03-03,2017-03-25
6035,6050,4,2017-03-05,2017-04-13
6070,6087,4,2017-03-05,2017-04-02
5727,5978,4,2017-03-10,2017-03-31
3106,5278,4,2017-03-10,2017-05-08
1643,4914,4,2017-03-13,2017-03-20
3998,4554,4,2017-03-13,2017-03-20
1617,4069,4,2017-03-13,2017-03-20
1617,3861,4,2017-03-13,2017-03-20
443,1444,4,2017-03-13,2017-03-20
443,4523,4,2017-03-13,2017-03-20
391,4554,4,2017-03-13,2017-03-20
1444,3527,4,2017-03-13,2017-03-20
6560,6595,4,2017-03-13,2017-05-19
2403,5455,4,2017-03-16,2017-04-05
1538,5055,4,2017-03-16,2017-04-05
3937,4212,4,2017-03-16,2017-04-05
7463,7484,4,2017-03-17,2017-04-20
7535,7585,4,2017-03-17,2017-04-16
1167,7549,4,2017-03-19,2017-04-30
3093,5979,4,2017-03-23,2017-04-17
7752,7775,4,2017-03-23,2017-04-22
2909,7363,4,2017-03-25,2017-04-16
3943,4830,4,2017-03-29,2017-05-22
5759,6160,4,2017-03-30,2017-04-22
8253,8266,4,2017-03-31,2017-05-01
1849,4590,4,2017-04-06,2017-05-18
1532,6418,4,2017-04-08,2017-05-12
469,4651,4,2017-04-08,2017-05-10
1638,3896,4,2017-04-08,2017-04-24
809,3744,4,2017-04-10,2017-05-29
2485,8307,4,2017-04-11,2017-04-29
6071,6893,4,2017-04-13,2017-05-03
5993,6814,4,2017-04-13,2017-05-03
5993,6071,4,2017-04-13,2017-05-03
5798,6824,4,2017-04-13,2017-05-03
1817,6829,4,2017-04-13,2017-05-03
1619,2759,4,2017-04-13,2017-05-03
1619,5491,4,2017-04-13,2017-05-03
5964,6872,4,2017-04-13,2017-05-03
4373,6069,4,2017-04-13,2017-05-03
5724,6898,4,2017-04-13,2017-05-03
5443,5720,4,2017-04-13,2017-05-03
438,6839,4,2017-04-13,2017-05-03
438,6830,4,2017-04-13,2017-05-03
6075,6824,4,2017-04-13,2017-05-03
5966,6854,4,2017-04-13,2017-05-03
5966,6830,4,2017-04-13,2017-05-03
3544,5734,4,2017-04-13,2017-05-03
5744,6878,4,2017-04-13,2017-05-03
6017,6824,4,2017-04-13,2017-05-03
6017,6827,4,2017-04-13,2017-05-03
2294,6824,4,2017-04-13,2017-05-03
6039,6844,4,2017-04-13,2017-05-03
2993,6833,4,2017-04-13,2017-05-03
5788,6829,4,2017-04-13,2017-05-03
6049,6836,4,2017-04-13,2017-05-03
1865,6830,4,2017-04-13,2017-05-03
5734,6063,4,2017-04-13,2017-05-03
5771,6047,4,2017-04-13,2017-05-03
755,8370,4,2017-04-15,2017-05-27
5800,7410,4,2017-04-15,2017-05-09
273,7562,4,2017-04-20,2017-04-29
3169,3330,4,2017-04-20,2017-05-06
4550,8190,4,2017-04-20,2017-05-06
1428,7111,4,2017-04-21,2017-05-13
853,7110,4,2017-04-21,2017-05-09
3963,8078,4,2017-04-22,2017-05-12
2642,5232,4,2017-04-25,2017-05-29
4795,5232,4,2017-04-25,2017-05-29
1938,4779,4,2017-04-25,2017-05-29
9019,9100,4,2017-04-26,2017-05-12
9014,9019,4,2017-04-26,2017-05-12
1095,8105,4,2017-04-28,2017-05-24
292,860,4,2017-04-29,2017-05-20
5869,9050,4,2017-04-30,2017-05-19
5509,7868,4,2017-04-30,2017-05-19
1613,5766,4,2017-05-01,2017-05-19
4700,5668,4,2017-05-01,2017-05-19
9330,9374,4,2017-05-03,2017-05-21
9332,9400,4,2017-05-03,2017-05-21
701,6208,4,2017-05-07,2017-05-20
1956,3746,4,2017-05-15,2017-05-27
7242,7718,4,2017-05-17,2017-05-24
419,1338,4,2017-05-17,2017-05-24
4249,8411,4,2017-05-17,2017-05-30
5482,6418,4,2017-05-17,2017-05-30
9728,9924,4,2017-05-18,2017-05-29
536,568,4,2017-01-02,2017-02-17
615,681,4,2017-01-02,2017-01-24
1111,1134,4,2017-01-03,2017-02-10
1134,1154,4,2017-01-03,2017-02-10
773,1043,4,2017-01-04,2017-02-17
1830,1842,4,2017-01-08,2017-02-27
1937,1979,4,2017-01-08,2017-02-13
1919,1968,4,2017-01-08,2017-03-03
2131,2145,4,2017-01-09,2017-01-17
2142,2168,4,2017-01-09,2017-01-17
708,715,4,2017-01-02,2017-02-26
382,1056,4,2017-01-03,2017-01-12
1034,1208,4,2017-01-04,2017-02-15
1930,1994,4,2017-01-08,2017-05-29
1956,1960,4,2017-01-08,2017-02-13
1915,1930,4,2017-01-08,2017-03-03
2101,2156,4,2017-01-09,2017-02-26
2131,2187,4,2017-01-09,2017-01-17
2120,2136,4,2017-01-09,2017-01-17
2173,2187,4,2017-01-09,2017-01-17
2173,2185,4,2017-01-09,2017-01-17
2134,2162,4,2017-01-09,2017-01-17
2107,2169,4,2017-01-09,2017-01-17
2250,2275,4,2017-01-09,2017-02-27
2247,2288,4,2017-01-09,2017-02-13
2322,2345,4,2017-01-09,2017-03-05
2452,2469,4,2017-01-09,2017-02-13
2411,2434,4,2017-01-09,2017-03-05
2436,2447,4,2017-01-09,2017-02-13
2973,2991,4,2017-01-10,2017-05-11
2938,2974,4,2017-01-10,2017-03-20
3011,3096,4,2017-01-10,2017-01-24
3105,3108,4,2017-01-11,2017-04-07
3114,3134,4,2017-01-11,2017-01-29
3447,3491,4,2017-01-13,2017-01-29
3413,3438,4,2017-01-13,2017-01-29
3483,3493,4,2017-01-13,2017-01-29
3404,3425,4,2017-01-13,2017-02-28
1066,1561,4,2017-01-13,2017-02-03
369,2674,4,2017-01-13,2017-02-03
1014,1581,4,2017-01-13,2017-02-03
1223,1576,4,2017-01-13,2017-02-03
3556,3593,4,2017-01-15,2017-02-11
3650,3651,4,2017-01-15,2017-04-17
3719,3723,4,2017-01-19,2017-02-19
4059,4060,4,2017-01-20,2017-02-10
1022,2650,4,2017-01-22,2017-02-19
4252,4256,4,2017-01-22,2017-03-17
655,759,4,2017-01-23,2017-02-23
415,1673,4,2017-01-24,2017-04-17
493,3019,4,2017-01-24,2017-02-27
4304,4360,4,2017-01-24,2017-03-03
4332,4395,4,2017-01-24,2017-02-10
1692,3906,4,2017-01-26,2017-03-13
1014,2567,4,2017-01-26,2017-02-11
805,3725,4,2017-01-27,2017-03-22
804,3702,4,2017-01-27,2017-03-01
4608,4632,4,2017-02-02,2017-02-13
4690,4695,4,2017-02-02,2017-02-27
4670,4686,4,2017-02-02,2017-02-13
435,2725,4,2017-02-02,2017-03-30
993,3046,4,2017-02-04,2017-02-25
5156,5172,4,2017-02-12,2017-02-27
5361,5379,4,2017-02-13,2017-04-06
2924,3547,4,2017-02-13,2017-02-23
130,2221,4,2017-02-13,2017-02-23
126,941,4,2017-02-13,2017-02-23
126,3536,4,2017-02-13,2017-02-23
2498,2977,4,2017-02-13,2017-02-23
5446,5494,4,2017-02-17,2017-03-03
5436,5494,4,2017-02-17,2017-03-03
5408,5419,4,2017-02-17,2017-03-03
5443,5467,4,2017-02-17,2017-03-03
5429,5459,4,2017-02-17,2017-03-03
915,5463,4,2017-02-22,2017-03-10
2783,5483,4,2017-02-22,2017-03-10
1818,5408,4,2017-02-22,2017-03-10
4059,5420,4,2017-02-22,2017-03-10
960,1326,4,2017-02-25,2017-05-20
399,1649,4,2017-03-03,2017-03-25
3707,3999,4,2017-03-03,2017-04-08
5905,5941,4,2017-03-05,2017-03-30
291,5865,4,2017-03-05,2017-04-10
6006,6018,4,2017-03-05,2017-04-05
6007,6073,4,2017-03-05,2017-04-05
5691,6186,4,2017-03-09,2017-04-12
6338,6339,4,2017-03-09,2017-05-15
3015,5792,4,2017-03-10,2017-03-31
1643,4656,4,2017-03-13,2017-03-20
4552,4656,4,2017-03-13,2017-03-20
5422,6092,4,2017-03-13,2017-03-20
3940,6027,4,2017-03-13,2017-03-20
3572,4914,4,2017-03-13,2017-03-20
3572,5434,4,2017-03-13,2017-03-20
1548,4914,4,2017-03-13,2017-03-20
3991,4903,4,2017-03-13,2017-03-20
6506,6590,4,2017-03-13,2017-05-01
6867,6876,4,2017-03-15,2017-05-12
1108,5434,4,2017-03-16,2017-04-13
4632,5082,4,2017-03-16,2017-04-12
7421,7454,4,2017-03-17,2017-04-29
7410,7460,4,2017-03-17,2017-04-29
7430,7450,4,2017-03-17,2017-04-29
833,3016,4,2017-03-19,2017-05-02
3651,4260,4,2017-03-21,2017-04-17
5755,5949,4,2017-03-24,2017-05-12
1569,5777,4,2017-03-24,2017-05-12
4814,5707,4,2017-03-30,2017-05-02
8117,8172,4,2017-03-31,2017-04-29
8227,8231,4,2017-03-31,2017-05-01
2500,5175,4,2017-04-01,2017-04-27
319,3101,4,2017-04-08,2017-04-26
4199,4440,4,2017-04-08,2017-05-27
618,2712,4,2017-04-10,2017-05-22
4263,7118,4,2017-04-11,2017-05-22
5769,6854,4,2017-04-13,2017-05-03
324,6063,4,2017-04-13,2017-05-03
997,2759,4,2017-04-13,2017-05-03
6008,6832,4,2017-04-13,2017-05-03
6008,6896,4,2017-04-13,2017-05-03
5744,6869,4,2017-04-13,2017-05-03
2294,5977,4,2017-04-13,2017-05-03
5720,6824,4,2017-04-13,2017-05-03
1865,5993,4,2017-04-13,2017-05-03
5491,6824,4,2017-04-13,2017-05-03
2759,5771,4,2017-04-13,2017-05-03
22,6950,4,2017-04-15,2017-05-09
2620,7437,4,2017-04-15,2017-05-09
3267,7342,4,2017-04-16,2017-05-27
7872,8216,4,2017-04-17,2017-05-06
4035,5411,4,2017-04-20,2017-05-06
606,2857,4,2017-04-20,2017-05-06
8908,8991,4,2017-04-21,2017-05-20
8957,8963,4,2017-04-21,2017-05-07
8934,8983,4,2017-04-21,2017-05-07
8936,8950,4,2017-04-21,2017-05-07
629,5232,4,2017-04-25,2017-05-29
3348,8250,4,2017-04-25,2017-05-10
1544,3785,4,2017-04-28,2017-05-23
1095,1544,4,2017-04-28,2017-05-12
3093,5509,4,2017-04-30,2017-05-19
4700,6418,4,2017-05-01,2017-05-19
6100,8402,4,2017-05-01,2017-05-19
1053,5819,4,2017-05-01,2017-05-19
4121,6293,4,2017-05-01,2017-05-16
9750,9795,4,2017-05-10,2017-05-27
3284,4438,4,2017-05-11,2017-05-23
8078,9374,4,2017-05-12,2017-05-29
7396,9243,4,2017-05-13,2017-05-27
1684,3445,4,2017-05-14,2017-05-24
1677,5989,4,2017-05-17,2017-05-30
5518,9704,4,2017-05-18,2017-05-29
518,578,4,2017-01-02,2017-02-15
641,649,4,2017-01-02,2017-01-29
615,658,4,2017-01-02,2017-01-24
682,692,4,2017-01-02,2017-01-21
867,878,4,2017-01-02,2017-02-17
923,977,4,2017-01-02,2017-02-21
330,1072,4,2017-01-03,2017-01-12
328,341,4,2017-01-03,2017-01-12
1290,1295,4,2017-01-03,2017-02-23
391,1240,4,2017-01-04,2017-01-24
354,752,4,2017-01-04,2017-01-17
786,1043,4,2017-01-04,2017-02-17
1619,1643,4,2017-01-07,2017-02-26
1954,1976,4,2017-01-08,2017-02-06
2120,2169,4,2017-01-09,2017-01-17
2120,2168,4,2017-01-09,2017-01-17
837,851,4,2017-01-02,2017-02-16
837,843,4,2017-01-02,2017-02-16
351,1272,4,2017-01-04,2017-02-15
1823,1836,4,2017-01-08,2017-02-13
1867,1884,4,2017-01-08,2017-02-27
1960,1967,4,2017-01-08,2017-02-13
1990,1997,4,2017-01-08,2017-02-13
1906,1919,4,2017-01-08,2017-03-03
2114,2144,4,2017-01-09,2017-01-17
2129,2169,4,2017-01-09,2017-01-17
2129,2160,4,2017-01-09,2017-01-17
2136,2182,4,2017-01-09,2017-01-17
2261,2272,4,2017-01-09,2017-02-13
2241,2281,4,2017-01-09,2017-02-13
2411,2463,4,2017-01-09,2017-03-05
2401,2428,4,2017-01-09,2017-02-27
2428,2491,4,2017-01-09,2017-02-27
2463,2480,4,2017-01-09,2017-03-05
118,2051,4,2017-01-10,2017-03-06
2554,2560,4,2017-01-10,2017-02-03
2546,2569,4,2017-01-10,2017-04-29
2636,2645,4,2017-01-10,2017-04-21
3101,3173,4,2017-01-11,2017-04-21
275,611,4,2017-01-13,2017-01-24
226,611,4,2017-01-13,2017-01-24
670,3180,4,2017-01-13,2017-01-24
1542,2667,4,2017-01-13,2017-02-03
3551,3560,4,2017-01-15,2017-03-22
1001,3475,4,2017-01-17,2017-01-31
3930,3966,4,2017-01-19,2017-02-03
3959,3988,4,2017-01-19,2017-02-23
4010,4099,4,2017-01-20,2017-02-20
4034,4040,4,2017-01-20,2017-02-23
295,609,4,2017-01-20,2017-01-31
247,292,4,2017-01-20,2017-01-31
684,2600,4,2017-01-21,2017-02-03
1034,3120,4,2017-01-21,2017-03-10
1509,3994,4,2017-01-22,2017-03-20
1652,2897,4,2017-01-22,2017-02-14
167,414,4,2017-01-22,2017-03-20
4222,4237,4,2017-01-22,2017-03-21
4227,4281,4,2017-01-22,2017-03-21
4322,4376,4,2017-01-24,2017-03-19
4305,4362,4,2017-01-24,2017-02-10
4332,4373,4,2017-01-24,2017-02-10
1302,2975,4,2017-01-25,2017-04-15
1302,2937,4,2017-01-25,2017-04-15
901,1367,4,2017-01-25,2017-02-10
2554,3913,4,2017-01-26,2017-02-11
2222,3502,4,2017-01-28,2017-02-21
4469,4496,4,2017-01-29,2017-02-17
4403,4496,4,2017-01-29,2017-02-17
4020,4331,4,2017-01-31,2017-02-25
2862,4574,4,2017-02-02,2017-05-27
4607,4668,4,2017-02-02,2017-02-27
4668,4673,4,2017-02-02,2017-02-27
4609,4695,4,2017-02-02,2017-02-27
4618,4656,4,2017-02-02,2017-02-27
4646,4670,4,2017-02-02,2017-03-13
4655,4671,4,2017-02-02,2017-02-27
437,1464,4,2017-02-02,2017-02-10
2758,2968,4,2017-02-04,2017-02-26
4734,4753,4,2017-02-06,2017-05-11
2026,3691,4,2017-02-06,2017-03-11
2026,3615,4,2017-02-06,2017-03-11
139,2465,4,2017-02-06,2017-03-11
139,2486,4,2017-02-06,2017-03-11
119,2440,4,2017-02-06,2017-03-11
2390,3691,4,2017-02-06,2017-03-11
5126,5182,4,2017-02-12,2017-02-23
5155,5196,4,2017-02-12,2017-03-22
239,3255,4,2017-02-13,2017-05-08
3547,3675,4,2017-02-13,2017-02-23
2221,2407,4,2017-02-13,2017-02-23
2965,3540,4,2017-02-13,2017-02-26
2965,3589,4,2017-02-13,2017-02-26
1321,3536,4,2017-02-13,2017-02-23
1313,2255,4,2017-02-13,2017-02-23
827,3401,4,2017-02-17,2017-04-09
5451,5479,4,2017-02-17,2017-03-03
5431,5464,4,2017-02-17,2017-03-03
5459,5471,4,2017-02-17,2017-03-03
5529,5572,4,2017-02-19,2017-04-21
1333,4384,4,2017-02-23,2017-04-26
570,1813,4,2017-02-23,2017-04-09
3858,4224,4,2017-02-24,2017-04-10
5755,5798,4,2017-02-24,2017-03-24
2792,4993,4,2017-02-27,2017-03-14
4682,4972,4,2017-02-27,2017-03-13
2251,4690,4,2017-02-28,2017-04-15
1287,4611,4,2017-02-28,2017-04-12
649,2454,4,2017-03-03,2017-04-26
366,1261,4,2017-03-03,2017-03-25
2224,2700,4,2017-03-04,2017-04-05
5961,5972,4,2017-03-05,2017-03-30
5972,5982,4,2017-03-05,2017-03-18
1908,5196,4,2017-03-05,2017-04-09
6010,6086,4,2017-03-05,2017-04-02
5718,5982,4,2017-03-10,2017-03-31
5435,6036,4,2017-03-11,2017-04-30
3861,3920,4,2017-03-13,2017-03-20
1046,4542,4,2017-03-13,2017-03-20
1598,6092,4,2017-03-13,2017-03-20
4430,4967,4,2017-03-13,2017-03-20
5605,6177,4,2017-03-15,2017-03-31
2403,3998,4,2017-03-16,2017-04-05
4647,5367,4,2017-03-16,2017-04-05
1108,5422,4,2017-03-16,2017-04-13
2710,4542,4,2017-03-16,2017-04-13
3670,4647,4,2017-03-16,2017-04-05
6921,6975,4,2017-03-16,2017-04-20
4734,5803,4,2017-03-16,2017-05-02
7373,7392,4,2017-03-17,2017-05-15
7436,7487,4,2017-03-17,2017-04-29
7437,7487,4,2017-03-17,2017-04-29
7424,7431,4,2017-03-17,2017-04-29
7568,7593,4,2017-03-17,2017-05-24
3312,6160,4,2017-03-20,2017-04-14
3453,3967,4,2017-03-20,2017-04-13
3642,4814,4,2017-03-20,2017-05-02
2272,5866,4,2017-03-22,2017-04-14
1208,5767,4,2017-03-23,2017-04-17
7706,7740,4,2017-03-23,2017-04-07
7722,7754,4,2017-03-23,2017-05-04
2519,4881,4,2017-03-29,2017-04-30
1012,5922,4,2017-03-30,2017-04-16
8174,8180,4,2017-03-31,2017-04-25
1053,7540,4,2017-04-08,2017-05-12
1554,2101,4,2017-04-10,2017-04-29
875,3745,4,2017-04-10,2017-05-17
5303,7439,4,2017-04-13,2017-04-21
5074,6931,4,2017-04-13,2017-04-21
1998,7612,4,2017-04-13,2017-05-12
5769,6866,4,2017-04-13,2017-05-03
6016,6884,4,2017-04-13,2017-05-03
6001,6885,4,2017-04-13,2017-05-03
438,6847,4,2017-04-13,2017-05-03
5977,6864,4,2017-04-13,2017-05-03
3544,6848,4,2017-04-13,2017-05-03
4990,5720,4,2017-04-13,2017-05-03
2993,6824,4,2017-04-13,2017-05-03
5491,5769,4,2017-04-13,2017-05-03
7761,8390,4,2017-04-15,2017-05-22
4263,5707,4,2017-04-15,2017-05-23
398,1012,4,2017-04-16,2017-05-12
4072,7039,4,2017-04-17,2017-05-06
1182,5789,4,2017-04-17,2017-05-06
6813,7318,4,2017-04-17,2017-05-06
1329,8289,4,2017-04-17,2017-05-06
8702,8722,4,2017-04-19,2017-05-22
1646,5442,4,2017-04-20,2017-05-06
8948,8987,4,2017-04-21,2017-05-07
772,833,4,2017-04-21,2017-05-23
1393,8109,4,2017-04-23,2017-05-30
3471,8654,4,2017-04-24,2017-05-12
4795,5220,4,2017-04-25,2017-05-29
5332,5612,4,2017-04-25,2017-05-15
9028,9040,4,2017-04-26,2017-05-15
9030,9069,4,2017-04-26,2017-05-12
7713,8213,4,2017-04-26,2017-05-14
4384,8213,4,2017-04-26,2017-05-14
4178,6968,4,2017-04-29,2017-05-16
7597,8387,4,2017-04-29,2017-05-15
8548,8837,4,2017-04-29,2017-05-14
1892,8782,4,2017-04-29,2017-05-23
663,8289,4,2017-04-30,2017-05-19
4249,6703,4,2017-04-30,2017-05-19
5787,8007,4,2017-05-01,2017-05-19
1569,8089,4,2017-05-01,2017-05-19
732,6242,4,2017-05-01,2017-05-19
2939,8073,4,2017-05-01,2017-05-19
5819,5989,4,2017-05-01,2017-05-19
2262,3743,4,2017-05-01,2017-05-20
3445,5515,4,2017-05-01,2017-05-15
9327,9332,4,2017-05-03,2017-05-21
392,437,4,2017-05-12,2017-05-24
9957,9960,4,2017-05-13,2017-05-24
9906,9980,4,2017-05-13,2017-05-26
2323,9912,4,2017-05-15,2017-05-30
7209,8979,4,2017-05-17,2017-05-24
7866,8068,4,2017-05-17,2017-05-30
5482,8411,4,2017-05-17,2017-05-30
646,677,4,2017-01-02,2017-01-21
626,653,4,2017-01-02,2017-02-19
833,849,4,2017-01-02,2017-02-16
826,896,4,2017-01-02,2017-04-16
802,856,4,2017-01-02,2017-04-16
935,952,4,2017-01-02,2017-03-20
305,313,4,2017-01-03,2017-01-12
374,1051,4,2017-01-03,2017-01-12
1309,1398,4,2017-01-03,2017-02-21
1434,1454,4,2017-01-04,2017-03-19
324,730,4,2017-01-04,2017-01-17
1514,1536,4,2017-01-07,2017-04-06
1504,1587,4,2017-01-07,2017-04-29
1947,1957,4,2017-01-08,2017-02-06
1335,1337,4,2017-01-03,2017-05-13
755,1013,4,2017-01-04,2017-01-17
1960,1991,4,2017-01-08,2017-02-13
2179,2185,4,2017-01-09,2017-01-17
2111,2148,4,2017-01-09,2017-01-17
2119,2136,4,2017-01-09,2017-01-17
2145,2162,4,2017-01-09,2017-01-17
2136,2140,4,2017-01-09,2017-01-17
2237,2258,4,2017-01-09,2017-02-28
2226,2268,4,2017-01-09,2017-02-13
2410,2484,4,2017-01-09,2017-02-13
2409,2457,4,2017-01-09,2017-03-05
2409,2475,4,2017-01-09,2017-03-05
2072,2306,4,2017-01-10,2017-03-27
2818,2826,4,2017-01-10,2017-04-13
2905,2925,4,2017-01-10,2017-02-20
3260,3294,4,2017-01-11,2017-04-17
226,248,4,2017-01-13,2017-01-24
226,684,4,2017-01-13,2017-01-24
3438,3483,4,2017-01-13,2017-01-29
1223,2681,4,2017-01-13,2017-02-03
1092,1594,4,2017-01-13,2017-02-23
1023,3461,4,2017-01-17,2017-01-31
3729,3794,4,2017-01-19,2017-02-19
3912,3919,4,2017-01-19,2017-03-04
4023,4056,4,2017-01-20,2017-03-03
4043,4073,4,2017-01-20,2017-02-06
4009,4090,4,2017-01-20,2017-02-10
205,443,4,2017-01-21,2017-02-03
275,1300,4,2017-01-21,2017-02-03
2560,3104,4,2017-01-21,2017-02-03
1022,2643,4,2017-01-22,2017-02-19
461,2801,4,2017-01-22,2017-02-14
4230,4281,4,2017-01-22,2017-03-21
4224,4251,4,2017-01-22,2017-03-27
4217,4271,4,2017-01-22,2017-04-23
951,1322,4,2017-01-25,2017-02-10
930,2906,4,2017-01-25,2017-02-10
231,3847,4,2017-02-02,2017-03-06
4615,4680,4,2017-02-02,2017-02-13
4640,4667,4,2017-02-02,2017-02-13
1957,3346,4,2017-02-06,2017-05-13
1089,3439,4,2017-02-10,2017-05-22
28,2262,4,2017-02-13,2017-04-13
2075,2264,4,2017-02-13,2017-04-10
941,2427,4,2017-02-13,2017-02-23
1429,2957,4,2017-02-15,2017-05-21
352,1730,4,2017-02-17,2017-05-08
5435,5456,4,2017-02-17,2017-03-03
5431,5481,4,2017-02-17,2017-03-03
5530,5550,4,2017-02-19,2017-04-23
1377,4092,4,2017-02-20,2017-03-19
2109,3707,4,2017-02-22,2017-03-29
940,1734,4,2017-02-23,2017-04-01
4522,5066,4,2017-02-24,2017-04-10
4282,5390,4,2017-02-24,2017-04-16
4208,5310,4,2017-02-24,2017-04-10
4223,4522,4,2017-02-24,2017-04-10
4245,5066,4,2017-02-24,2017-04-10
5732,5786,4,2017-02-24,2017-03-23
5720,5731,4,2017-02-24,2017-03-24
4814,5331,4,2017-02-27,2017-03-31
380,3912,4,2017-03-03,2017-04-08
402,2998,4,2017-03-03,2017-03-25
132,3919,4,2017-03-03,2017-03-25
5935,5979,4,2017-03-05,2017-04-15
291,2182,4,2017-03-05,2017-04-10
844,4076,4,2017-03-05,2017-04-10
3148,4391,4,2017-03-05,2017-04-10
6073,6079,4,2017-03-05,2017-04-05
3266,4458,4,2017-03-09,2017-05-11
5773,5978,4,2017-03-10,2017-03-31
1034,5976,4,2017-03-10,2017-03-31
1643,6092,4,2017-03-13,2017-03-20
1692,3937,4,2017-03-13,2017-03-20
1651,4609,4,2017-03-13,2017-03-20
1598,5467,4,2017-03-13,2017-03-20
3492,3937,4,2017-03-13,2017-03-20
411,2053,4,2017-03-14,2017-04-17
6912,6950,4,2017-03-16,2017-04-29
6960,6962,4,2017-03-16,2017-05-16
7012,7055,4,2017-03-17,2017-05-13
5759,5944,4,2017-03-18,2017-04-14
2943,5992,4,2017-03-18,2017-04-13
2196,7549,4,2017-03-19,2017-04-30
7637,7640,4,2017-03-19,2017-05-15
3928,7603,4,2017-03-20,2017-04-21
7759,7790,4,2017-03-23,2017-04-11
1208,5766,4,2017-03-24,2017-05-29
1569,5711,4,2017-03-24,2017-05-12
1315,2412,4,2017-03-27,2017-04-17
1963,2288,4,2017-03-27,2017-04-23
8116,8128,4,2017-03-31,2017-04-25
7759,8328,4,2017-04-05,2017-04-28
2075,6723,4,2017-04-07,2017-05-11
7829,8387,4,2017-04-07,2017-05-12
1244,2527,4,2017-04-08,2017-05-12
3312,5204,4,2017-04-08,2017-04-26
2492,4199,4,2017-04-08,2017-04-24
6568,8236,4,2017-04-08,2017-05-20
3300,8291,4,2017-04-08,2017-05-12
888,2101,4,2017-04-10,2017-04-29
2101,6580,4,2017-04-10,2017-04-29
2143,3442,4,2017-04-11,2017-04-20
4182,7581,4,2017-04-11,2017-04-29
1817,5491,4,2017-04-13,2017-05-03
5964,6898,4,2017-04-13,2017-05-03
2717,6870,4,2017-04-13,2017-05-03
4674,6848,4,2017-04-13,2017-05-03
3576,5798,4,2017-04-13,2017-05-03
3544,6896,4,2017-04-13,2017-05-03
5744,6874,4,2017-04-13,2017-05-03
6017,6880,4,2017-04-13,2017-05-03
3120,6878,4,2017-04-13,2017-05-03
2294,6814,4,2017-04-13,2017-05-03
5720,6833,4,2017-04-13,2017-05-03
5720,6096,4,2017-04-13,2017-05-03
5481,6839,4,2017-04-13,2017-05-03
1884,6825,4,2017-04-13,2017-05-03
6067,6881,4,2017-04-15,2017-05-12
6003,6812,4,2017-04-15,2017-05-10
2277,7892,4,2017-04-16,2017-05-20
423,4416,4,2017-04-20,2017-04-29
2776,4550,4,2017-04-20,2017-05-06
8928,8973,4,2017-04-21,2017-05-07
1733,7074,4,2017-04-25,2017-05-15
5612,8257,4,2017-04-25,2017-05-15
7074,8257,4,2017-04-25,2017-05-15
5869,7074,4,2017-04-25,2017-05-15
9006,9035,4,2017-04-26,2017-05-10
9015,9026,4,2017-04-26,2017-05-10
2446,7508,4,2017-04-26,2017-05-14
4862,8280,4,2017-04-26,2017-05-14
494,2458,4,2017-04-29,2017-05-20
3453,4398,4,2017-04-29,2017-05-16
3734,8837,4,2017-04-29,2017-05-14
3477,4700,4,2017-05-01,2017-05-19
1735,6205,4,2017-05-01,2017-05-20
3440,7068,4,2017-05-01,2017-05-20
4127,6706,4,2017-05-01,2017-05-29
8888,9245,4,2017-05-13,2017-05-30
8558,9279,4,2017-05-13,2017-05-25
2939,3503,4,2017-05-17,2017-05-30
521,563,4,2017-01-02,2017-02-17
735,776,4,2017-01-02,2017-02-15
881,895,4,2017-01-02,2017-02-16
832,859,4,2017-01-02,2017-02-16
309,360,4,2017-01-03,2017-01-12
324,755,4,2017-01-04,2017-01-17
334,792,4,2017-01-04,2017-01-17
2109,2158,4,2017-01-09,2017-01-17
822,826,4,2017-01-02,2017-05-29
823,897,4,2017-01-02,2017-02-17
746,1026,4,2017-01-04,2017-04-10
739,1057,4,2017-01-04,2017-01-17
362,762,4,2017-01-04,2017-01-17
1918,1993,4,2017-01-08,2017-02-06
1913,1991,4,2017-01-08,2017-02-13
2120,2141,4,2017-01-09,2017-01-17
2112,2159,4,2017-01-09,2017-02-26
2145,2185,4,2017-01-09,2017-01-17
2256,2270,4,2017-01-09,2017-03-09
2235,2281,4,2017-01-09,2017-02-13
2419,2432,4,2017-01-09,2017-03-05
2441,2500,4,2017-01-09,2017-04-01
2426,2480,4,2017-01-09,2017-03-05
2415,2489,4,2017-01-09,2017-03-05
72,2392,4,2017-01-10,2017-03-07
72,2026,4,2017-01-10,2017-03-07
